No	TMNo	EnNo	Name		GMNo	Mode	DateTime
1	1	56	          	0	1	2011/08/30 11:50:05
2	1	72	          	0	1	2011/08/30 12:12:52
3	1	71	          	0	1	2011/08/30 12:12:56
4	1	77	          	0	1	2011/08/30 12:17:34
5	1	79	          	0	1	2011/08/30 12:24:49
6	1	80	          	0	1	2011/08/31 14:17:01
7	1	92	          	0	1	2011/08/31 14:36:37
8	1	85	          	0	1	2011/08/31 14:38:53
9	1	101	          	0	1	2011/08/31 14:39:50
10	1	111	          	0	1	2011/08/31 14:46:31
11	1	48	          	0	1	2011/08/31 14:57:15
12	1	90	          	0	1	2011/08/31 15:01:42
13	1	98	          	0	1	2011/08/31 15:04:49
14	1	81	          	0	1	2011/08/31 15:07:08
15	1	118	          	0	1	2011/08/31 15:15:47
16	1	120	          	0	1	2011/08/31 16:03:09
17	1	46	          	0	1	2011/08/31 16:41:53
18	1	73	          	0	1	2011/08/31 16:43:01
19	1	104	          	0	1	2011/08/31 17:05:11
20	1	108	          	0	1	2011/08/31 17:06:20
21	1	87	          	0	1	2011/08/31 17:06:23
22	1	89	          	0	1	2011/08/31 17:06:25
23	1	88	          	0	1	2011/08/31 17:06:32
24	1	99	          	0	1	2011/09/01 08:29:45
25	1	51	          	0	1	2011/09/01 08:49:39
26	1	72	          	0	1	2011/09/01 08:55:41
27	1	50	          	0	1	2011/09/01 08:58:24
28	1	71	          	0	1	2011/09/01 09:02:58
29	1	66	          	0	1	2011/09/01 09:03:02
30	1	113	          	0	1	2011/09/01 09:03:11
31	1	74	          	0	1	2011/09/01 09:01:42
32	1	49	          	0	1	2011/09/01 09:03:56
33	1	73	          	0	1	2011/09/01 09:05:37
34	1	52	          	0	1	2011/09/01 09:09:06
35	1	54	          	0	1	2011/09/01 09:09:15
36	1	114	          	0	1	2011/09/01 09:09:19
37	1	115	          	0	1	2011/09/01 09:09:23
38	1	55	          	0	1	2011/09/01 09:11:13
39	1	90	          	0	1	2011/09/01 09:12:37
40	1	108	          	0	1	2011/09/01 09:14:20
41	1	104	          	0	1	2011/09/01 09:17:34
42	1	65	          	0	1	2011/09/01 09:17:39
43	1	92	          	0	1	2011/09/01 09:19:18
44	1	95	          	0	1	2011/09/01 09:22:48
45	1	97	          	0	1	2011/09/01 09:24:58
46	1	57	          	0	1	2011/09/01 09:26:41
47	1	89	          	0	1	2011/09/01 09:26:44
48	1	91	          	0	1	2011/09/01 09:26:57
49	1	60	          	0	1	2011/09/01 09:28:49
50	1	86	          	0	1	2011/09/01 09:28:53
51	1	61	          	0	1	2011/09/01 09:29:00
52	1	118	          	0	1	2011/09/01 09:29:05
53	1	112	          	0	1	2011/09/01 09:30:13
54	1	67	          	0	1	2011/09/01 09:30:16
55	1	101	          	0	1	2011/09/01 09:30:19
56	1	96	          	0	1	2011/09/01 09:30:23
57	1	102	          	0	1	2011/09/01 09:30:29
58	1	109	          	0	1	2011/09/01 09:31:17
59	1	106	          	0	1	2011/09/01 09:32:41
60	1	106	          	0	1	2011/09/01 09:32:42
61	1	116	          	0	1	2011/09/01 09:32:45
62	1	93	          	0	1	2011/09/01 09:35:23
63	1	77	          	0	1	2011/09/01 09:40:47
64	1	87	          	0	1	2011/09/01 09:44:59
65	1	111	          	0	1	2011/09/01 09:45:02
66	1	56	          	0	1	2011/09/01 09:45:29
67	1	88	          	0	1	2011/09/01 09:47:00
68	1	119	          	0	1	2011/09/01 09:48:26
69	1	110	          	0	1	2011/09/01 09:49:33
70	1	82	          	0	1	2011/09/01 09:51:03
71	1	59	          	0	1	2011/09/01 09:53:18
72	1	58	          	0	1	2011/09/01 09:54:14
73	1	103	          	0	1	2011/09/01 09:57:11
74	1	85	          	0	1	2011/09/01 09:58:49
75	1	63	          	0	1	2011/09/01 10:03:37
76	1	62	          	0	1	2011/09/01 10:03:41
77	1	64	          	0	1	2011/09/01 10:04:40
78	1	79	          	0	1	2011/09/01 10:18:27
79	1	123	          	0	1	2011/09/01 10:24:55
80	1	121	          	0	1	2011/09/01 10:31:38
81	1	122	          	0	1	2011/09/01 10:31:45
82	1	75	          	0	1	2011/09/01 10:36:04
83	1	75	          	0	1	2011/09/01 10:36:09
84	1	75	          	0	1	2011/09/01 10:36:12
85	1	105	          	0	1	2011/09/01 10:55:25
86	1	81	          	0	1	2011/09/01 11:12:36
87	1	68	          	0	1	2011/09/01 11:48:16
88	1	76	          	0	1	2011/09/01 12:04:15
89	1	98	          	0	1	2011/09/01 12:12:26
